HOSTNAME,SOURCE_SITE,SOURCE_DEVICE_TYPE,SOURCE_REGION,SOURCE_INTERFACE_ID,SLOT,TYPE,SOURCE_BUNDLE_INTERFACE,SOURCE_IPV4_ADDRESS,SOURCE_IPV6_ADDRESS,SEGMENT,TARGET_SITE,TARGET_DEVICE_TYPE,TARGET_HOSTNAME,TARGET_REGION,TARGET_INTERFACE_ID,,TARGET_BUNDLE_INTERFACE,TARGET_IPV4_ADDRESS,TARGET_IPV6_ADDRESS,ISIS_AREA,CHANGE ISIS,IS_BACK_TO_BACK_LINK,VIA_LOT_1,IS_VIA_ACI,IS_IOSXRV,IS_INFRA,IS_INTERCONNECT,ER4L,REMARKS,,,,,,,,
BGO05352CIBE002,PLDT BAGUIO,PE-2,NL,0/0/0/2,,,Bundle-Ether101,10.205.224.118/30,2405:B800:1:2000::3B/127,,SMART V61 URBANO LEGARDA,DN-1,BGO00V61CICN001,NL,0/1/0/2,,Bundle-Ether102,10.205.224.117/30,2405:B800:1:2000::3A/127,1314,,,,,,YES,,NO,,PHASE 1,,,,,,,
BGO05352CIBE002,PLDT BAGUIO,PE-2,NL,0/7/0/0,,,Bundle-Ether32,10.205.197.13/30,2405:B800:1::2A6/127,,PLDT SFU,P-2,SFUN3814CIBP002,NL,0/1/0/31,,Bundle-Ether50,10.205.197.14/30,2405:B800:1::2A7/127,1000,,,YES,,,YES,,NO,NCS4K,PHASE 1,,,,,,,
BGO05352CIBE002,PLDT BAGUIO,PE-2,NL,0/7/0/1,,,Bundle-Ether102,10.205.224.126/30,2405:B800:1:2000::3F/127,,SMART V61 URBANO LEGARDA,DN-2,BGO00V61CICN002,NL,0/1/0/2,,Bundle-Ether102,10.205.224.125/30,2405:B800:1:2000::3E/127,1314,,,,,,YES,,NO,,PHASE 1,,,,,,,
KAWS0016CIBE001,PLDT Binakayan,PE-1,NL,0/0/0/0,,,Bundle-Ether31,10.205.195.65/30,2405:B800:1::1C0/127,,PLDT Jupiter,P-1,MKTG3610CIBP001,GMM,0/0/0/30,,Bundle-Ether51,10.205.195.66/30,2405:B800:1::1C1/127,1000,,,,,,YES,,NO,,PHASE 1,,,,,,,
KAWS0016CIBE001,PLDT Binakayan,PE-1,NL,0/0/0/1,,,Bundle-Ether10,10.205.198.65/30,2405:B800:1::340/127,,PLDT Binakayan,PE-2,KAWS0016CIBE002,NL,0/0/0/1,,Bundle-Ether10,10.205.198.66/30,2405:B800:1::341/127,1710,,YES,,,,YES,,NO,,PHASE 1,,,,,,,
KAWS0016CIBE001,PLDT Binakayan,PE-1,NL,0/0/0/13,,,Bundle-Ether103,10.205.226.194/30,2405:B800:1:2000::161/127,,SMART 638 IMUS 2,DN-1,IMU00638CICN001,SL,0/0/0/2,,Bundle-Ether101,10.205.226.193/30,2405:B800:1:2000::160/127,1710,,,,,,YES,,YES,,PHASE 1,,,,,,,
KAWS0016CIBE001,PLDT Binakayan,PE-1,NL,0/0/0/7,,,Bundle-Ether251,10.205.232.214/30,2405:B800:1:2000::46D/127,,PLDT Binakayan,AN-1,KAWS0016CICU001,NL,0/0/2/0,,Bundle-Ether251,10.205.232.213/30,2405:B800:1:2000::46C/127,1710,,,,,,YES,,NO,,PHASE 1,,,,,,,
KAWS0016CIBE001,PLDT Binakayan,PE-1,NL,0/7/0/0,,,Bundle-Ether32,10.205.195.69/30,2405:B800:1::1C2/127,,PLDT Sampaloc,P-2,SPC00E67CIBP002,GMM,0/0/0/4,,Bundle-Ether47,10.205.195.70/30,2405:B800:1::1C3/127,1000,,,,,,YES,,NO,,PHASE 1,,,,,,,
KAWS0016CIBE001,PLDT Binakayan,PE-1,NL,Te 0/1/0/0,,,PLDT Sampaloc,P-2,PLDT_Sampaloc_P-2,,SYNCHRO,SYNCHRO,,,,,,,,,,,,,,,,,,PHASE 1,,,,,,,
KAWS0016CIBE001,PLDT Binakayan,PE-1,NL,0/7/0/13,,,Bundle-Ether104,10.205.226.202/30,2405:B800:1:2000::165/127,,SMART 638 IMUS 2,DN-2,IMU00638CICN002,SL,0/0/0/2,,Bundle-Ether101,10.205.226.201/30,2405:B800:1:2000::164/127,1710,,,,,,YES,,YES,,PHASE 1,,,,,,,
KAWS0016CIBE001,PLDT Binakayan,PE-1,NL,0/7/0/6,,,Bundle-Ether252,10.205.232.238/30,2405:B800:1:2000::479/127,,PLDT CEPZA,AN-1,RSC00Q98CICU001,SL,0/0/2/0,,Bundle-Ether251,10.205.232.237/30,2405:B800:1:2000::478/127,1710,,,,,,YES,,NO,,PHASE 1,,,,,,,
KAWS0016CIBE001,PLDT Binakayan,PE-1,NL,0/0/0/16,,,,,,,BNG Expansion via TNT - L2 LINK,BNG,,,,,,,,,,,,,,,,,,PHASE 1,,,,,,,
KAWS0016CIBE001,PLDT Binakayan,PE-1,NL,0/7/0/16,,,,,,,BNG Expansion via TNT - L2 LINK,BNG,,,,,,,,,,,,,,,,,,PHASE 1,,,,,,,
KAWS0016CIBE001,PLDT Binakayan,PE-1,NL,0/0/0/6,,,Bundle-Ether109,10.205.227.18/30,2405:b800:1:2000::189/127,,PLDT Zapote,DN-1,BCR00S33CICN001,SL,Hu0/0/0/2,,Bundle-Ether101,10.205.227.17/30,2405:b800:1:2000::188/127,1710,,,,,,YES,,,,PHASE 1,,,,,,,
KAWS0016CIBE002,PLDT Binakayan,PE-2,NL,0/0/0/6,,,Bundle-Ether109,10.205.227.22/30,2405:b800:1:2000::18b/127,,PLDT Zapote,DN-1,BCR00S33CICN001,SL,Hu0/1/0/2,,Bundle-Ether102,10.205.227.21/30,2405:b800:1:2000::18a/127,1710,,,,,,YES,,,,PHASE 1,,,,,,,
KAWS0016CIBE001,PLDT Binakayan,PE-1,NL,0/7/0/5,,,Bundle-Ether110,10.205.227.26/30,2405:b800:1:2000::18d/127,,PLDT Zapote,DN-2,BCR00S33CICN002,SL,Hu0/0/0/2,,Bundle-Ether101,10.205.227.25/30,2405:b800:1:2000::18c/127,1710,,,,,,YES,,,,PHASE 1,,,,,,,
KAWS0016CIBE002,PLDT Binakayan,PE-2,NL,0/7/0/5,,,Bundle-Ether110,10.205.227.30/30,2405:b800:1:2000::18f/127,,PLDT Zapote,DN-2,BCR00S33CICN002,SL,Hu0/1/0/2,,Bundle-Ether102,10.205.227.29/30,2405:b800:1:2000::18e/127,1710,,,,,,YES,,,,PHASE 1,,,,,,,
KAWS0016CIBE002,PLDT Binakayan,PE-2,NL,0/0/0/16,,,,,,,BNG Expansion via TNT - L2 LINK,BNG,,,,,,,,,,,,,,,,,,PHASE 1,,,,,,,
KAWS0016CIBE002,PLDT Binakayan,PE-2,NL,0/7/0/16,,,,,,,BNG Expansion via TNT - L2 LINK,BNG,,,,,,,,,,,,,,,,,,PHASE 1,,,,,,,
KAWS0016CIBE001,PLDT Binakayan,PE-1,NL,0/0/0/17,,,,,,,BNG Expansion via TNT - L2 LINK,BNG,,,,,,,,,,,,,,,,,,PHASE 1,,,,,,,
KAWS0016CIBE001,PLDT Binakayan,PE-1,NL,0/7/0/17,,,,,,,BNG Expansion via TNT - L2 LINK,BNG,,,,,,,,,,,,,,,,,,PHASE 1,,,,,,,
KAWS0016CIBE002,PLDT Binakayan,PE-2,NL,0/0/0/17,,,,,,,BNG Expansion via TNT - L2 LINK,BNG,,,,,,,,,,,,,,,,,,PHASE 1,,,,,,,
KAWS0016CIBE002,PLDT Binakayan,PE-2,NL,0/7/0/17,,,,,,,BNG Expansion via TNT - L2 LINK,BNG,,,,,,,,,,,,,,,,,,PHASE 1,,,,,,,
KAWS0016CIBE002,PLDT Binakayan,PE-2,NL,0/0/0/0,,,Bundle-Ether31,10.205.195.73/30,2405:B800:1::1C4/127,,PLDT Jupiter,P-2,MKTG3610CIBP002,GMM,0/0/0/30,,Bundle-Ether51,10.205.195.74/30,2405:B800:1::1C5/127,1000,,,,,,YES,,NO,,PHASE 1,,,,,,,
KAWS0016CIBE002,PLDT Binakayan,PE-2,NL,0/0/0/1,,,Bundle-Ether10,10.205.198.66/30,2405:B800:1::341/127,,PLDT Binakayan,PE-1,KAWS0016CIBE001,NL,0/0/0/1,,Bundle-Ether10,10.205.198.65/30,2405:B800:1::340/127,1710,,YES,,,,YES,,NO,,PHASE 1,,,,,,,
KAWS0016CIBE002,PLDT Binakayan,PE-2,NL,0/0/0/12,,,Bundle-Ether103,10.205.226.198/30,2405:B800:1:2000::163/127,,SMART 638 IMUS 2,DN-1,IMU00638CICN001,SL,0/1/0/2,,Bundle-Ether102,10.205.226.197/30,2405:B800:1:2000::162/127,1710,,,,,,YES,,YES,,PHASE 1,,,,,,,
KAWS0016CIBE002,PLDT Binakayan,PE-2,NL,0/0/0/7,,,Bundle-Ether251,10.205.232.218/30,2405:B800:1:2000::46F/127,,PLDT Binakayan,AN-1,KAWS0016CICU001,NL,0/1/2/0,,Bundle-Ether252,10.205.232.217/30,2405:B800:1:2000::46E/127,1710,,,,,,YES,,NO,,PHASE 1,,,,,,,
KAWS0016CIBE002,PLDT Binakayan,PE-2,NL,0/7/0/0,,,Bundle-Ether32,10.205.195.77/30,2405:B800:1::1C6/127,,PLDT Sampaloc,P-1,SPC00E67CIBP001,GMM,0/0/0/4,,Bundle-Ether47,10.205.195.78/30,2405:B800:1::1C7/127,1000,,,,,,YES,,NO,,PHASE 1,,,,,,,
KAWS0016CIBE002,PLDT Binakayan,PE-2,NL,0/7/0/12,,,Bundle-Ether104,10.205.226.206/30,2405:B800:1:2000::167/127,,SMART 638 IMUS 2,DN-2,IMU00638CICN002,SL,0/1/0/2,,Bundle-Ether102,10.205.226.205/30,2405:B800:1:2000::166/127,1710,,,,,,YES,,YES,,PHASE 1,,,,,,,
KAWS0016CIBE002,PLDT Binakayan,PE-2,NL,0/7/0/6,,,Bundle-Ether252,10.205.232.242/30,2405:B800:1:2000::47B/127,,PLDT CEPZA,AN-1,RSC00Q98CICU001,SL,0/1/2/0,,Bundle-Ether252,10.205.232.241/30,2405:B800:1:2000::47A/127,1710,,,,,,YES,,NO,,PHASE 1,,,,,,,
BCR00S33CICN001,PLDT Zapote,DN-1,SL,0/2/0/35,,,Bundle-Ether10,10.205.227.229/30,2405:b800:1:2000::1f2/127,,PLDT Zapote,DN-2,BCR00S33CICN002,SL,0/2/0/35,,Bundle-Ether10,10.205.227.230/30,2405:b800:1:2000::1f3/127,1315,,,,,,YES,,,,PHASE 1,,,,,,,
BCR00S33CICN001,PLDT Zapote,DN-1,SL,0/2/0/0,,,Bundle-Ether101,10.205.227.17/30,2405:b800:1:2000::188/127,,PLDT Binakayan,PE-1,KAWS0016CIBE001,NL,0/0/0/6,,Bundle-Ether109,10.205.227.18/30,2405:b800:1:2000::189/127,1710,,,,,,YES,,,,PHASE 1,,,,,,,
BCR00S33CICN001,PLDT Zapote,DN-1,SL,0/3/2/0,,,Bundle-Ether102,10.205.227.21/30,2405:b800:1:2000::18a/127,,PLDT Binakayan,PE-2,KAWS0016CIBE002,NL,0/0/0/6,,Bundle-Ether109,10.205.227.22/30,2405:b800:1:2000::18b/127,1710,,,,,,YES,,,,PHASE 1,,,,,,,
BCR00S33CICN002,PLDT Zapote,DN-2,SL,0/2/0/35,,,Bundle-Ether10,10.205.227.230/30,2405:b800:1:2000::1f3/127,,PLDT Zapote,DN-2,BCR00S33CICN001,SL,0/0/0/35,,Bundle-Ether10,10.205.227.229/30,2405:b800:1:2000::1f2/127,1315,,,,,,YES,,,,PHASE 1,,,,,,,
BCR00S33CICN002,PLDT Zapote,DN-2,SL,0/2/0/0,,,Bundle-Ether101,10.205.227.25/30,2405:b800:1:2000::18c/127,,PLDT Binakayan,PE-1,KAWS0016CIBE001,NL,0/7/0/5,,Bundle-Ether110,10.205.227.26/30,2405:b800:1:2000::18d/127,1710,,,,,,YES,,,,PHASE 1,,,,,,,
BCR00S33CICN002,PLDT Zapote,DN-2,SL,0/3/2/0,,,Bundle-Ether102,10.205.227.29/30,2405:b800:1:2000::18e/127,,PLDT Binakayan,PE-2,KAWS0016CIBE002,NL,0/7/0/5,,Bundle-Ether110,10.205.227.30/30,2405:b800:1:2000::18f/127,1710,,,,,,YES,,,,PHASE 1,,,,,,,
CLAS3548CIBE001,PLDT Calamba,PE-1,SL,0/0/0/0,,,Bundle-Ether31,10.205.197.193/30,2405:B800:1::300/127,,PLDT Lucena,P-1,LCN04117CIBP001,SL,0/0/0/35,,Bundle-Ether33,10.205.197.194/30,2405:B800:1::301/127,1000,,,YES,,,YES,,,need additional info as LUCENA P does not reflect NCS1K on Incremental BOQ,PHASE 1,,,,,,,
CLAS3548CIBE001,PLDT Calamba,PE-1,SL,0/0/0/1,,,Bundle-Ether10,10.205.198.69/30,2405:B800:1::342/127,,PLDT Calamba,PE-2,CLAS3548CIBE002,SL,0/0/0/1,,Bundle-Ether10,10.205.198.70/30,2405:B800:1::343/127,1701,,YES,,,,YES,,,,PHASE 1,,,,,,,
CLAS3548CIBE001,PLDT Calamba,PE-1,SL,0/0/0/28,,,Bundle-Ether101,10.205.226.18/30,2405:B800:1:2000::109/127,,PLDT CARMONA,DN-1,CMN05702CICN001,SL,0/0/0/2,,Bundle-Ether101,10.205.226.17/30,2405:B800:1:2000::108/127,1701,,,,,,YES,,,"no initial information provided, no FOCA",PHASE 1,,,,,,,
CLAS3548CIBE001,PLDT Calamba,PE-1,SL,0/0/0/3,,,Bundle-Ether103,10.205.226.34/30,2405:B800:1:2000::111/127,,SMART 605 SAN PABLO,DN-1,SPL00605CICN001,SL,0/0/0/2,,Bundle-Ether101,10.205.226.33/30,2405:B800:1:2000::110/127,1701,,,,,,YES,,,"need additional distance info, schedule for testing",PHASE 1,,,,,,,
CLAS3548CIBE001,PLDT Calamba,PE-1,SL,0/0/0/12,,,Bundle-Ether107,10.205.226.66/30,2405:B800:1:2000::121/127,,SMART 625 BAY LAGUNA,DN-1,BAY00625CICN001,SL,0/0/0/2,,Bundle-Ether101,10.205.226.65/30,2405:B800:1:2000::120/127,1701,,,,,,YES,,YES,"need additional distance info, schedule for testing",PHASE 1,,,,,,,
CLAS3548CIBE001,PLDT Calamba,PE-1,SL,0/0/0/13,,,Bundle-Ether109,10.205.227.66/30,2405:B800:1:2000::1A1/127,,PLDT LTI,DN-1,SRO00Q34CICN001,SL,0/0/0/2,,Bundle-Ether101,10.205.227.65/30,2405:B800:1:2000::1A0/127,1701,,,,,,YES,,YES,"need additional distance info, schedule for testing",PHASE 1,,,,,,,
CLAS3548CIBE001,PLDT Calamba,PE-1,SL,0/0/0/14,,,Bundle-Ether111,10.205.227.98/30,2405:B800:1:2000::1B1/127,,SMART 614 CARMONA,DN-1,CMN00614CICN001,SL,0/0/0/2,,Bundle-Ether101,10.205.227.97/30,2405:B800:1:2000::1B0/127,1701,,,,,,YES,,YES,"no initial information provided, no FOCA",PHASE 1,,,,,,,
CLAS3548CIBE001,PLDT Calamba,PE-1,SL,0/0/0/15,,,Bundle-Ether251,10.205.232.222/30,2405:B800:1:2000::471/127,,PLDT BINAN (DIGITEL),AN-1,BNNS0801CICU001,SL,0/0/2/0,,Bundle-Ether251,10.205.232.221/30,2405:B800:1:2000::470/127,1701,,,,,,YES,,YES,"need additional distance info, schedule for testing",PHASE 1,,,,,,,
CLAS3548CIBE001,PLDT Calamba,PE-1,SL,0/0/0/31,,,Bundle-Ether254,10.205.232.254/30,2405:B800:1:2000::481/127,,PLDT LIIP,AN-1,BNNPXLIICICU001,SL,0/0/2/0,,Bundle-Ether251,10.205.232.253/30,2405:B800:1:2000::480/127,1701,,,,,,YES,,,no initial information provided,PHASE 1,,,,,,,
CLAS3548CIBE001,PLDT Calamba,PE-1,SL,0/0/0/10,,,Bundle-Ether256,10.205.233.14/30,2405:B800:1:2000::489/127,,PLDT LTI,AN-1,SROS3549CICU001,SL,0/0/2/0,,Bundle-Ether251,10.205.233.13/30,2405:B800:1:2000::488/127,1701,,,,,,YES,,,"need additional distance info, schedule for testing",PHASE 1,,,,,,,
CLAS3548CIBE001,PLDT Calamba,PE-1,SL,0/0/0/30,,,Bundle-Ether258,10.205.233.46/30,2405:B800:1:2000::499/127,,PLDT ALAMINOS,AN-1,SPES0788CICU001,SL,0/0/2/0,,Bundle-Ether251,10.205.233.45/30,2405:B800:1:2000::498/127,1701,,,,,,YES,,,,PHASE 1,,,,,,,
CLAS3548CIBE001,PLDT Calamba,PE-1,SL,0/7/0/0,,,Bundle-Ether32,10.205.197.197/30,2405:B800:1::302/127,,PLDT Lucena,P-2,LCN04117CIBP002,SL,0/0/0/35,,Bundle-Ether33,10.205.197.198/30,2405:B800:1::303/127,1000,,,YES,,,YES,,,need additional info as LUCENA P does not reflect NCS1K on Incremental BOQ,PHASE 1,,,,,,,
CLAS3548CIBE001,PLDT Calamba,PE-1,SL,0/7/0/15,,,Bundle-Ether102,10.205.226.26/30,2405:B800:1:2000::10D/127,,PLDT CARMONA,DN-2,CMN05702CICN002,SL,0/0/0/2,,Bundle-Ether101,10.205.226.25/30,2405:B800:1:2000::10C/127,1701,,,,,,YES,,,"no initial information provided, no FOCA",PHASE 1,,,,,,,
CLAS3548CIBE001,PLDT Calamba,PE-1,SL,0/7/0/2,,,Bundle-Ether104,10.205.226.42/30,2405:B800:1:2000::115/127,,SMART 605 SAN PABLO,DN-2,SPL00605CICN002,SL,0/0/0/2,,Bundle-Ether101,10.205.226.41/30,2405:B800:1:2000::114/127,1701,,,,,,YES,,,,PHASE 1,,,,,,,
CLAS3548CIBE001,PLDT Calamba,PE-1,SL,0/7/0/28,,,Bundle-Ether108,10.205.226.74/30,2405:B800:1:2000::125/127,,SMART 625 BAY LAGUNA,DN-2,BAY00625CICN002,SL,0/0/0/2,,Bundle-Ether101,10.205.226.73/30,2405:B800:1:2000::124/127,1701,,,,,,YES,,,"need additional distance info, schedule for testing",PHASE 1,,,,,,,
CLAS3548CIBE001,PLDT Calamba,PE-1,SL,0/7/0/12,,,Bundle-Ether110,10.205.227.74/30,2405:B800:1:2000::1A5/127,,PLDT LTI,DN-2,SRO00Q34CICN002,SL,0/0/0/2,,Bundle-Ether101,10.205.227.73/30,2405:B800:1:2000::1A4/127,1701,,,,,,YES,,YES,"need additional distance info, schedule for testing",PHASE 1,,,,,,,
CLAS3548CIBE001,PLDT Calamba,PE-1,SL,0/7/0/29,,,Bundle-Ether112,10.205.227.106/30,2405:B800:1:2000::1B5/127,,SMART 614 CARMONA,DN-2,CMN00614CICN002,SL,0/0/0/2,,Bundle-Ether101,10.205.227.105/30,2405:B800:1:2000::1B4/127,1701,,,,,,YES,,,"no initial information provided, no FOCA",PHASE 1,,,,,,,
CLAS3548CIBE001,PLDT Calamba,PE-1,SL,0/7/0/7,,,Bundle-Ether252,10.205.232.230/30,2405:B800:1:2000::475/127,,PLDT Calamba,AN-1,CLA00633CICU001,SL,0/0/2/0,,Bundle-Ether251,10.205.232.229/30,2405:B800:1:2000::474/127,1701,,,,,,YES,,,,PHASE 1,,,,,,,
CLAS3548CIBE001,PLDT Calamba,PE-1,SL,0/7/0/13,,,Bundle-Ether253,10.205.232.246/30,2405:B800:1:2000::47D/127,,PLDT LAGUNA (LOS BANOS),AN-1,LBSS0059CICU001,SL,0/0/2/0,,Bundle-Ether251,10.205.232.245/30,2405:B800:1:2000::47C/127,1701,,,,,,YES,,YES,,PHASE 1,,,,,,,
CLAS3548CIBE001,PLDT Calamba,PE-1,SL,Te 0/10/2,,,PLDT LAGUNA (LOS BANOS),AN-1,PLDT_LAGUNA_(LOS_BANOS)_AN-1,,SYNCHRO,SYNCHRO,,NO_INFO,NO_INFO,,NO_INFO,NO_INFO,NO_INFO,NO_INFO,,,,,,,,,,PHASE 1,,,,,,,
CLAS3548CIBE001,PLDT Calamba,PE-1,SL,0/7/0/9,,,Bundle-Ether255,10.205.233.6/30,2405:B800:1:2000::485/127,,PLDT LILIW,AN-1,LIWS0800CICU001,SL,0/0/2/0,,Bundle-Ether251,10.205.233.5/30,2405:B800:1:2000::484/127,1701,,,YES,,,YES,,,NCS 1K,PHASE 1,,,,,,,
CLAS3548CIBE001,PLDT Calamba,PE-1,SL,0/7/0/14,,,Bundle-Ether257,10.205.233.38/30,2405:B800:1:2000::495/127,,PLDT STA ROSA,AN-1,SROPXSROCICU001,SL,0/0/2/0,,Bundle-Ether251,10.205.233.37/30,2405:B800:1:2000::494/127,1701,,,,,,YES,,YES,no initial information provided,PHASE 1,,,,,,,
SXLPXSXLCIBE001,PLDT Sta Cruz,PE-1,SL,0/7/0/5,,,Bundle-Ether252,10.205.233.102/30,2405:b800:0001:2000:0000:0000:0000:04b5/127,,PLDT Sta Cruz,AN-1,SXL04178CICU001,SL,0/0/2/0,,Bundle-Ether201,10.205.233.101/30,2405:b800:0001:2000:0000:0000:0000:04b4/127,1707,,,,,,YES,,,,PHASE 1,,,,,,,
SXLPXSXLCIBE002,PLDT Sta Cruz,PE-2,SL,0/7/0/5,,,Bundle-Ether252,10.205.233.106/30,2405:b800:0001:2000:0000:0000:0000:04b7/127,,PLDT Sta Cruz,AN-1,SXL04178CICU001,SL,0/1/2/0,,Bundle-Ether202,10.205.233.105/30,2405:b800:0001:2000:0000:0000:0000:04b6/127,1707,,,,,,YES,,,,PHASE 1,,,,,,,
CLAS3548CIBE002,PLDT Calamba,PE-2,SL,0/0/0/0,,,Bundle-Ether31,10.205.197.201/30,2405:B800:1::304/127,,PLDT Lucena,P-1,LCN04117CIBP001,SL,0/1/0/35,,Bundle-Ether34,10.205.197.202/30,2405:B800:1::305/127,1000,,,YES,,,YES,,,need additional info as LUCENA P does not reflect NCS1K on Incremental BOQ,PHASE 1,,,,,,,
CLAS3548CIBE002,PLDT Calamba,PE-2,SL,0/0/0/1,,,Bundle-Ether10,10.205.198.70/30,2405:B800:1::343/127,,PLDT Calamba,PE-1,CLAS3548CIBE001,SL,0/0/0/1,,Bundle-Ether10,10.205.198.69/30,2405:B800:1::342/127,1701,,YES,,,,YES,,,,PHASE 1,,,,,,,
CLAS3548CIBE002,PLDT Calamba,PE-2,SL,0/0/0/29,,,Bundle-Ether101,10.205.226.22/30,2405:B800:1:2000::10B/127,,PLDT CARMONA,DN-1,CMN05702CICN001,SL,0/1/0/2,,Bundle-Ether102,10.205.226.21/30,2405:B800:1:2000::10A/127,1701,,,,,,YES,,,"no initial information provided, no FOCA",PHASE 1,,,,,,,
CLAS3548CIBE002,PLDT Calamba,PE-2,SL,0/0/0/12,,,Bundle-Ether103,10.205.226.38/30,2405:B800:1:2000::113/127,,SMART 605 SAN PABLO,DN-1,SPL00605CICN001,SL,0/1/0/2,,Bundle-Ether102,10.205.226.37/30,2405:B800:1:2000::112/127,1701,,,,,,YES,,YES,"need additional distance info, schedule for testing",PHASE 1,,,,,,,
CLAS3548CIBE002,PLDT Calamba,PE-2,SL,0/0/0/13,,,Bundle-Ether107,10.205.226.70/30,2405:B800:1:2000::123/127,,SMART 625 BAY LAGUNA,DN-1,BAY00625CICN001,SL,0/1/0/2,,Bundle-Ether102,10.205.226.69/30,2405:B800:1:2000::122/127,1701,,,,,,YES,,YES,"need additional distance info, schedule for testing",PHASE 1,,,,,,,
CLAS3548CIBE002,PLDT Calamba,PE-2,SL,0/0/0/14,,,Bundle-Ether109,10.205.227.70/30,2405:B800:1:2000::1A3/127,,PLDT LTI,DN-1,SRO00Q34CICN001,SL,0/1/0/2,,Bundle-Ether102,10.205.227.69/30,2405:B800:1:2000::1A2/127,1701,,,,,,YES,,YES,"need additional distance info, schedule for testing",PHASE 1,,,,,,,
CLAS3548CIBE002,PLDT Calamba,PE-2,SL,0/0/0/30,,,Bundle-Ether111,10.205.227.102/30,2405:B800:1:2000::1B3/127,,SMART 614 CARMONA,DN-1,CMN00614CICN001,SL,0/1/0/2,,Bundle-Ether102,10.205.227.101/30,2405:B800:1:2000::1B2/127,1701,,,,,,YES,,,"no initial information provided, no FOCA",PHASE 1,,,,,,,
CLAS3548CIBE002,PLDT Calamba,PE-2,SL,0/0/0/15,,,Bundle-Ether251,10.205.232.226/30,2405:B800:1:2000::473/127,,PLDT BINAN (DIGITEL),AN-1,BNNS0801CICU001,SL,0/1/2/0,,Bundle-Ether252,10.205.232.225/30,2405:B800:1:2000::472/127,1701,,,,,,YES,,YES,"need additional distance info, schedule for testing",PHASE 1,,,,,,,
CLAS3548CIBE002,PLDT Calamba,PE-2,SL,0/0/0/31,,,Bundle-Ether254,10.205.233.2/30,2405:B800:1:2000::483/127,,PLDT LIIP,AN-1,BNNPXLIICICU001,SL,0/1/2/0,,Bundle-Ether252,10.205.233.1/30,2405:B800:1:2000::482/127,1701,,,,,,YES,,,no initial information provided,PHASE 1,,,,,,,
CLAS3548CIBE002,PLDT Calamba,PE-2,SL,0/0/0/28,,,Bundle-Ether256,10.205.233.18/30,2405:B800:1:2000::48B/127,,PLDT LTI,AN-1,SROS3549CICU001,SL,0/1/2/0,,Bundle-Ether252,10.205.233.17/30,2405:B800:1:2000::48A/127,1701,,,,,,YES,,YES,"need additional distance info, schedule for testing",PHASE 1,,,,,,,
CLAS3548CIBE002,PLDT Calamba,PE-2,SL,0/0/0/11,,,Bundle-Ether258,10.205.233.50/30,2405:B800:1:2000::49B/127,,PLDT ALAMINOS,AN-1,SPES0788CICU001,SL,0/1/2/0,,Bundle-Ether252,10.205.233.49/30,2405:B800:1:2000::49A/127,1701,,,,,,YES,,,,PHASE 1,,,,,,,
CLAS3548CIBE002,PLDT Calamba,PE-2,SL,0/7/0/0,,,Bundle-Ether32,10.205.197.205/30,2405:B800:1::306/127,,PLDT Lucena,P-2,LCN04117CIBP002,SL,0/1/0/35,,Bundle-Ether34,10.205.197.206/30,2405:B800:1::307/127,1000,,,YES,,,YES,,,need additional info as LUCENA P does not reflect NCS1K on Incremental BOQ,PHASE 1,,,,,,,
CLAS3548CIBE002,PLDT Calamba,PE-2,SL,0/7/0/28,,,Bundle-Ether102,10.205.226.30/30,2405:B800:1:2000::10F/127,,PLDT CARMONA,DN-2,CMN05702CICN002,SL,0/1/0/2,,Bundle-Ether102,10.205.226.29/30,2405:B800:1:2000::10E/127,1701,,,,,,YES,,,"no initial information provided, no FOCA",PHASE 1,,,,,,,
CLAS3548CIBE002,PLDT Calamba,PE-2,SL,0/7/0/29,,,Bundle-Ether104,10.205.226.46/30,2405:B800:1:2000::117/127,,SMART 605 SAN PABLO,DN-2,SPL00605CICN002,SL,0/1/0/2,,Bundle-Ether102,10.205.226.45/30,2405:B800:1:2000::116/127,1701,,,,,,YES,,,,PHASE 1,,,,,,,
CLAS3548CIBE002,PLDT Calamba,PE-2,SL,0/7/0/4,,,Bundle-Ether108,10.205.226.78/30,2405:B800:1:2000::127/127,,SMART 625 BAY LAGUNA,DN-2,BAY00625CICN002,SL,0/1/0/2,,Bundle-Ether102,10.205.226.77/30,2405:B800:1:2000::126/127,1701,,,,,,YES,,,"need additional distance info, schedule for testing",PHASE 1,,,,,,,
CLAS3548CIBE002,PLDT Calamba,PE-2,SL,0/7/0/12,,,Bundle-Ether110,10.205.227.78/30,2405:B800:1:2000::1A7/127,,PLDT LTI,DN-2,SRO00Q34CICN002,SL,0/1/0/2,,Bundle-Ether102,10.205.227.77/30,2405:B800:1:2000::1A6/127,1701,,,,,,YES,,YES,"need additional distance info, schedule for testing",PHASE 1,,,,,,,
CLAS3548CIBE002,PLDT Calamba,PE-2,SL,0/7/0/13,,,Bundle-Ether112,10.205.227.110/30,2405:B800:1:2000::1B7/127,,SMART 614 CARMONA,DN-2,CMN00614CICN002,SL,0/1/0/2,,Bundle-Ether102,10.205.227.109/30,2405:B800:1:2000::1B6/127,1701,,,,,,YES,,YES,"no initial information provided, no FOCA",PHASE 1,,,,,,,
